name,url,address,airport,distance,unit,rating,restname,mon,tue,wed,thur,fri,sat,sun
Chouchou Hotel,https://www.booking.com/hotel/fr/chouchou-paris.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9jaG91Y2hvdUgJWARo-wGIAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AtnI56kGwAIB0gIkNjk3ZDk1MGEtNTEyYS00OTliLWFlNGQtNzQ2Mzg0ZmI0N2Ez2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=eda11c2cd9b9004f&srepoch=1698292826&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"11 Rue du Helder, 9th arr., 75009 Paris, France",Paris - Le Bourget Airport,10.0,km,4.0,Chouchou Bar Guinguette,Monday 07:00 - 13:45,Tuesday 07:00 - 13:45,Wednesday 07:00 - 13:45,Thursday 07:00 - 13:45,Friday 07:00 - 13:45,Saturday 07:00 - 14:15,Sunday 07:00 - 14:15
M Social Hotel Paris Opera,https://www.booking.com/hotel/fr/millenium-hotel-paris-opera.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCG3NlYXJjaF9tIHNvY2lhbCBob3RlbCBwYXJpc0gJWARo-wGIAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AoTJ56kGwAIB0gIkZmJlMjdmYzYtYTVhYi00ZDE5LWIzNzQtNjFjMmMyOGYxMDg22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=5a9a1c4217930059&srepoch=1698292869&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"12 Boulevard Haussmann, 9th arr., 75009 Paris, France",Paris - Le Bourget Airport,10.0,km,4.0,Brasserie Haussmann,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Monsieur George Hotel & Spa - Champs-Elysées,https://www.booking.com/hotel/fr/monsieur-george-amp-spa-champs-elysees.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCHXNlYXJjaF9tb25zaWV1ciBnZW9yZ2UgaG90ZWwgSAlYBGj7AYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCmMnnqQbAAgHSAiQxOTVkOTgwNy0wYTUyLTRkZTktYThjOS1hMDY2MDFlMjVlODfYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=f6c81c4c9cec0016&srepoch=1698292889&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"17 Rue Washington, 8th arr., 75008 Paris, France",Paris - Le Bourget Airport,12.0,km,5.0,Galanga,Monday - Closed,Tuesday 19:00 - 21:30,Wednesday 19:00 - 21:30,Thursday 19:00 - 21:30,Friday 19:00 - 21:30,Saturday 19:00 - 21:30,Sunday - Closed
Renaissance Paris Republique Hotel & Spa,https://www.booking.com/hotel/fr/renaissance-paris-republique.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCKXNlYXJjaF9yZW5haXNzYW5jZSBwYXJpcyByZXB1YmxpcXVlIGhvdGVsSAlYBGj7AYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCqcnnqQbAAgHSAiQ3Y2IzOWE5Ny1jNjI4LTQ3ZGMtYjAwNy1jOTIyZGJiODJjY2LYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=09691c54348001bb&srepoch=1698292906&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"40 Rue Rene Boulanger, 10th arr., 75010 Paris, France",Paris - Le Bourget Airport,9.0,km,5.0,Restaurant Martin Paris,Monday 6:30AM-10:30PM,Tuesday 6:30AM-10:30PM,Wednesday 6:30AM-10:30PM,Thursday 6:30AM-10:30PM,Friday 6:30AM-10:30PM,Saturday 7AM-11AM12PM-3:30PM6:30PM-11:30PM,Sunday 7AM-11AM12PM-3:30PM6:30PM-11:30PM
Le Meurice – Dorchester Collection,https://www.booking.com/hotel/fr/le-meurice-paris.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF9sZSBtZXVyaWNlSAlYBGj7AYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gC1MnnqQbAAgHSAiQ1OWRiNjdjNS05ZmQ5LTRjOTEtYTcyMy1jMzgxOGU4OThhOGXYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=ec501c6ab42e000b&srepoch=1698292949&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"228, Rue De Rivoli, 1st arr., 75001 Paris, France",Paris - Le Bourget Airport,11.0,km,5.0,Le Meurice Alain Ducass,"Monday 12:00 - 14:30, 15:30 - 17:30, 19:30 - 21:30","Tuesday 12:00 - 14:30, 15:30 - 17:30, 19:30 - 21:30","Wednesday 12:00 - 14:30, 15:30 - 17:30, 19:30 - 21:30","Thursday 12:00 - 14:30, 15:30 - 17:30, 19:30 - 21:30","Friday 12:00 - 14:30, 15:30 - 17:30, 19:30 - 21:30","Saturday 12:00 - 14:30, 15:30 - 17:30, 19:30 - 21:30","Sunday 12:15 - 14:30, 16:30 - 17:30, 19:30 - 21:30"
Hotel Parister & Spa,https://www.booking.com/hotel/fr/parister.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCFXNlYXJjaF9ob3RlbCBwYXJpc3RlckgJWARo-wGIAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4At7J56kGwAIB0gIkNGI0OWVjMTEtZWQyNy00N2M2LTlhNzQtMGZhZWRlMmZmMzhk2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=e6511c6faaa600b7&srepoch=1698292959&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"19 Rue Saulnier, 9th arr., 75009 Paris, France",Paris - Le Bourget Airport,9.0,km,5.0,Restaurant Les Passerelles,Monday 12:00 - 14:30,"Tuesday 12:00 - 14:30, 18:00 - 23:00","Wednesday 12:00 - 14:30, 18:00 - 23:00","Thursday 12:00 - 14:30, 18:00 - 23:00","Friday 12:00 - 14:30, 18:00 - 23:00",Saturday 18:00 - 23:00,Sunday - Closed
Maison Albar Hotels - Le Vendome,https://www.booking.com/hotel/fr/maison-albar-hotels-le-diamond.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCJXNlYXJjaF9tYWlzb24gYWxiYXIgaG90ZWxzIGxlIHZlbmRvbWVICVgEaPsBiAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALyyeepBsACAdICJDRjNWQ2OGRlLWJhYzYtNGVhMi05OTZhLWJiZTM2MDc4ZjE5Y9gCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=6fac1c79055200fb&srepoch=1698292979&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"7 Rue du Helder, 9th arr., 75009 Paris, France",Paris - Le Bourget Airport,10.0,km,5.0,Yakuza by Olivier Paris,Monday - Closed,"Tuesday 12:00 - 14:30, 19:00 - 22:30","Wednesday 12:00 - 14:30, 19:00 - 22:30","Thursday 12:00 - 14:30, 19:00 - 22:30","Friday 12:00 - 14:30, 19:00 - 22:30","Saturday 12:00 - 14:30, 19:00 - 22:30",Sunday 12:00 - 14:30
Hotel de Nell,https://www.booking.com/hotel/fr/de-nell.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCFHNlYXJjaF9ob3RlbCBkZSBuZWxsSAlYBGj7AYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gC_MnnqQbAAgHSAiQ0MDFmMDZmMy04ZTI0LTRhNDYtOTdiNS0wYjQ2MTg5ODUxOTXYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=0aab1c7e376d0001&srepoch=1698292990&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"7/9 rue du Conservatoire, 9th arr., 75009 Paris, France",Paris - Le Bourget Airport,9.0,km,5.0,Les Retrouvailles,Monday 07:00 - 10:30,"Tuesday 07:00 - 10:30, 12:00 - 14:30","Wednesday 07:00 - 10:30, 12:00 - 14:30","Thursday 07:00 - 10:30, 12:00 - 14:30","Friday 07:00 - 10:30, 12:00 - 14:30","Saturday 07:00 - 10:30, 12:00 - 14:30",Sunday 07:00 - 10:30
Hotel The Peninsula Paris,https://www.booking.com/hotel/fr/the-peninsula-paris.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCGnNlYXJjaF90aGUgcGVuaW5zdWxhIHBhcmlzSAlYBGj7AYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gChcrnqQbAAgHSAiRjZDhjZTI1YS1lOTg2LTQ2ZTYtOGEyNi1mZTAwYzVkNDBmMzDYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=91a41c8265ea0200&srepoch=1698292999&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"19 avenue Kleber, 16th arr., 75116 Paris, France",Paris - Le Bourget Airport,12.0,km,5.0,Le Lobby,Monday 12:00 - 14:00,Tuesday 12:00 - 14:00,Wednesday 12:00 - 14:00,Thursday 12:00 - 14:00,Friday 12:00 - 14:00,Saturday 12:00 - 14:00,Sunday 12:00 - 14:30
Hôtel Amastan Paris,https://www.booking.com/hotel/fr/amastan-paris.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCFHNlYXJjaF9hbWFzdGFuIHBhcmlzSAlYBGj7AYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gClcvnqQbAAgHSAiQxNmU2MjA2Mi0yNWZiLTRiZDgtYWU2MS0zYmZmZGFhNjdiOWTYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=d62b1cca984f0124&srepoch=1698293142&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"34 rue Jean Mermoz, 8th arr., 75008 Paris, France",Paris - Le Bourget Airport,11.0,km,4.0,Anouk,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Maison Bréguet,https://www.booking.com/hotel/fr/maison-breguet-paris.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCFXNlYXJjaF9tYWlzb24gYnJlZ3VldEgJWARo-wGIAQGYAQm4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AqTL56kGwAIB0gIkMDk5NWMyYjQtNzgzNS00NWVhLWE1YzctODkxZDc4ZDgyYWEz2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=a0ff1cd2fb0b0041&srepoch=1698293157&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8 Rue Bréguet, 11th arr., 75011 Paris, France",Paris - Le Bourget Airport,10.0,km,5.0,Restaurant Maison Bréguet,Monday 7:30AM-10PM,Tuesday 7:30AM-10PM,Wednesday 7:30AM-10PM,Thursday 7:30AM-10PM,Friday 7:30AM-10:30PM,Saturday 7:30AM-10:30PM,Sunday 7:30AM-5PM
ibis Paris Bercy Village,https://www.booking.com/hotel/fr/ibis-paris-bercy-village.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCJXNlYXJjaF9pYmlzIHBhcmlzIGJlcmN5IHZpbGxhZ2UgMTJlbWVICVgEaPsBiAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKpy-epBsACAdICJDI1Zjg0MjVlLWQ3Y2ItNDhjZi04YjNjLWUyODZlMGQ5NmJhNdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=6c961cd4c382004a&srepoch=1698293162&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"19 Place Des Vins De France, 12th arr., 75012 Paris, France",Paris - Orly Airport,10.0,km,3.0,District B ,Monday 08:00 - 02:00,Tuesday 08:00 - 02:00,Wednesday 08:00 - 02:00,Thursday 08:00 - 02:00,Friday 08:00 - 02:00,Saturday 08:00 - 02:00,Sunday 08:00 - 02:00
Meliá Paris Vendôme,https://www.booking.com/hotel/fr/melia-vendome-paris.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCGnNlYXJjaF9tZWxpYSBwYXJpcyB2ZW5kb21lSAlYBGj7AYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gC2svnqQbAAgHSAiQ2NWIwZTAxMS1jNDJhLTQwNDMtYmViYy01ZDk4MzkzNGU4NzXYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=4dec1ced51950042&srepoch=1698293212&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8 Rue Cambon, 1st arr., 75001 Paris, France",Paris - Le Bourget Airport,11.0,km,4.0,LE VENDÔME BAR,UnknownUnknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Le Pigalle Hotel,https://www.booking.com/hotel/fr/le-pigalle-paris2.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF9sZSBwaWdhbGxlSAlYBGj7AYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCicznqQbAAgHSAiQ1MmQwNGMxZS0zNTRhLTRiNjEtYTc2Zi05OTk3Nzk5YmFhNzDYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=9ff41d04730401ad&srepoch=1698293258&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"9 rue frochot, 9th arr., 75009 Paris, France",Paris - Le Bourget Airport,9.0,km,4.0,Le Pigalle,Monday 6AM-3AM,Tuesday 6AM-3AM,Wednesday 6AM-3AM,Thursday 6AM-3AM,Friday 6AM-3AM,Saturday 6AM-3AM,Sunday 6AM-3AM
